Id,Predicted
1402,NEGATIVE
1403,NEGATIVE
1404,POSITIVE
1405,NEGATIVE
1406,POSITIVE
1407,POSITIVE
1408,NEGATIVE
1409,NEUTRAL
1410,NEGATIVE
1411,NEUTRAL
1412,NEGATIVE
1413,NEGATIVE
1414,NEGATIVE
1415,POSITIVE
1416,NEGATIVE
1417,NEGATIVE
1418,NEGATIVE
1419,POSITIVE
1420,POSITIVE
1421,POSITIVE
1422,NEGATIVE
1423,POSITIVE
1424,NEGATIVE
1425,NEGATIVE
1426,NEGATIVE
1427,POSITIVE
1428,NEGATIVE
1429,POSITIVE
1430,POSITIVE
1431,NEGATIVE
1432,POSITIVE
1433,NEGATIVE
1434,NEGATIVE
1435,NEGATIVE
1436,POSITIVE
1437,POSITIVE
1438,NEGATIVE
1439,NEGATIVE
1440,POSITIVE
1441,NEUTRAL
1442,NEGATIVE
1443,NEUTRAL
1444,NEGATIVE
1445,POSITIVE
1446,NEUTRAL
1447,NEUTRAL
1448,NEUTRAL
1449,POSITIVE
1450,NEGATIVE
1451,NEUTRAL
1452,NEGATIVE
1453,NEGATIVE
1454,POSITIVE
1455,POSITIVE
1456,POSITIVE
1457,POSITIVE
1458,POSITIVE
1459,POSITIVE
1460,POSITIVE
1461,NEUTRAL
1462,NEUTRAL
1463,POSITIVE
1464,POSITIVE
1465,NEGATIVE
1466,NEGATIVE
1467,NEGATIVE
1468,NEGATIVE
1469,NEGATIVE
1470,POSITIVE
1471,NEGATIVE
1472,NEUTRAL
1473,NEGATIVE
1474,NEGATIVE
1475,NEGATIVE
1476,NEGATIVE
1477,NEGATIVE
1478,POSITIVE
1479,POSITIVE
1480,NEGATIVE
1481,NEGATIVE
1482,NEGATIVE
1483,NEGATIVE
1484,NEGATIVE
1485,NEUTRAL
1486,NEGATIVE
1487,NEUTRAL
1488,NEGATIVE
1489,NEGATIVE
1490,NEGATIVE
1491,NEGATIVE
1492,NEUTRAL
1493,POSITIVE
1494,NEUTRAL
1495,POSITIVE
1496,NEUTRAL
1497,NEUTRAL
1498,POSITIVE
1499,NEGATIVE
1500,NEGATIVE
1501,NEGATIVE
1502,NEGATIVE
1503,NEGATIVE
1504,NEUTRAL
1505,NEGATIVE
1506,POSITIVE
1507,NEGATIVE
1508,POSITIVE
1509,NEUTRAL
1510,NEGATIVE
1511,NEGATIVE
1512,NEGATIVE
1513,NEUTRAL
1514,POSITIVE
1515,POSITIVE
1516,NEGATIVE
1517,NEUTRAL
1518,POSITIVE
1519,NEGATIVE
1520,NEGATIVE
1521,NEGATIVE
1522,NEGATIVE
1523,NEGATIVE
1524,NEGATIVE
1525,NEGATIVE
1526,NEGATIVE
1527,NEGATIVE
1528,NEGATIVE
1529,NEGATIVE
1530,POSITIVE
1531,NEGATIVE
1532,POSITIVE
1533,NEGATIVE
1534,NEGATIVE
1535,NEUTRAL
1536,NEGATIVE
1537,POSITIVE
1538,NEUTRAL
1539,NEUTRAL
1540,POSITIVE
1541,NEUTRAL
1542,NEGATIVE
1543,NEUTRAL
1544,NEGATIVE
1545,NEUTRAL
1546,NEGATIVE
1547,NEUTRAL
1548,NEGATIVE
1549,POSITIVE
1550,NEGATIVE
1551,NEGATIVE
1552,NEGATIVE
1553,NEGATIVE
1554,NEGATIVE
1555,POSITIVE
1556,NEGATIVE
1557,NEGATIVE
1558,NEGATIVE
1559,NEGATIVE
1560,POSITIVE
1561,NEGATIVE
1562,POSITIVE
1563,POSITIVE
1564,POSITIVE
1565,NEUTRAL
1566,NEGATIVE
1567,NEGATIVE
1568,NEGATIVE
1569,NEGATIVE
1570,NEGATIVE
1571,POSITIVE
1572,NEGATIVE
1573,POSITIVE
1574,NEGATIVE
1575,NEGATIVE
1576,NEUTRAL
1577,POSITIVE
1578,NEGATIVE
1579,NEGATIVE
1580,NEGATIVE
1581,POSITIVE
1582,NEGATIVE
1583,NEGATIVE
1584,POSITIVE
1585,NEGATIVE
1586,NEGATIVE
1587,NEGATIVE
1588,NEGATIVE
1589,POSITIVE
1590,NEUTRAL
1591,POSITIVE
1592,POSITIVE
1593,NEGATIVE
1594,NEGATIVE
1595,POSITIVE
1596,NEGATIVE
1597,NEGATIVE
1598,POSITIVE
1599,POSITIVE
1600,POSITIVE
1601,NEUTRAL
1602,NEGATIVE
1603,NEGATIVE
1604,NEGATIVE
1605,POSITIVE
1606,POSITIVE
1607,POSITIVE
1608,NEGATIVE
1609,NEGATIVE
1610,NEGATIVE
1611,NEGATIVE
1612,NEGATIVE
1613,POSITIVE
1614,NEGATIVE
1615,POSITIVE
1616,POSITIVE
1617,NEGATIVE
1618,NEGATIVE
1619,NEGATIVE
1620,NEUTRAL
1621,NEUTRAL
1622,POSITIVE
1623,NEGATIVE
1624,NEUTRAL
1625,NEGATIVE
1626,POSITIVE
1627,NEGATIVE
1628,POSITIVE
1629,NEUTRAL
1630,NEGATIVE
1631,NEGATIVE
1632,NEUTRAL
1633,POSITIVE
1634,POSITIVE
1635,NEGATIVE
1636,POSITIVE
1637,NEUTRAL
1638,POSITIVE
1639,NEGATIVE
1640,POSITIVE
1641,POSITIVE
1642,NEUTRAL
1643,NEGATIVE
1644,NEGATIVE
1645,POSITIVE
1646,POSITIVE
1647,NEUTRAL
1648,NEUTRAL
1649,NEGATIVE
1650,NEUTRAL
1651,POSITIVE
1652,NEUTRAL
1653,NEGATIVE
1654,POSITIVE
1655,POSITIVE
1656,NEGATIVE
1657,POSITIVE
1658,NEGATIVE
1659,NEGATIVE
1660,NEGATIVE
1661,NEGATIVE
1662,NEUTRAL
1663,NEGATIVE
1664,NEGATIVE
1665,POSITIVE
1666,NEUTRAL
1667,NEUTRAL
1668,NEGATIVE
1669,NEGATIVE
1670,NEGATIVE
1671,NEGATIVE
1672,NEUTRAL
1673,NEUTRAL
1674,POSITIVE
1675,NEGATIVE
1676,NEGATIVE
1677,NEGATIVE
1678,NEUTRAL
1679,NEGATIVE
1680,POSITIVE
1681,POSITIVE
1682,NEGATIVE
1683,NEUTRAL
1684,NEGATIVE
1685,POSITIVE
1686,NEGATIVE
1687,NEUTRAL
1688,POSITIVE
1689,NEGATIVE
1690,NEUTRAL
1691,NEUTRAL
1692,POSITIVE
1693,NEGATIVE
1694,NEGATIVE
1695,NEGATIVE
1696,NEUTRAL
1697,NEUTRAL
1698,POSITIVE
1699,NEGATIVE
1700,POSITIVE
1701,NEGATIVE
1702,POSITIVE
1703,POSITIVE
1704,POSITIVE
1705,NEGATIVE
1706,NEGATIVE
1707,POSITIVE
1708,NEGATIVE
1709,NEUTRAL
1710,POSITIVE
1711,NEGATIVE
1712,POSITIVE
1713,POSITIVE
1714,NEUTRAL
1715,POSITIVE
1716,NEGATIVE
1717,NEGATIVE
1718,POSITIVE
1719,NEGATIVE
1720,NEUTRAL
1721,NEGATIVE
1722,NEUTRAL
1723,NEGATIVE
1724,NEGATIVE
1725,POSITIVE
1726,POSITIVE
1727,POSITIVE
1728,NEGATIVE
1729,NEGATIVE
1730,NEGATIVE
1731,POSITIVE
1732,NEUTRAL
1733,NEUTRAL
1734,NEGATIVE
1735,NEUTRAL
1736,NEGATIVE
1737,NEUTRAL
1738,NEUTRAL
1739,POSITIVE
1740,POSITIVE
1741,POSITIVE
1742,NEGATIVE
1743,NEUTRAL
1744,NEUTRAL
1745,NEGATIVE
1746,NEUTRAL
1747,NEGATIVE
1748,NEGATIVE
1749,NEUTRAL
1750,NEGATIVE
1751,POSITIVE
1752,POSITIVE
1753,POSITIVE
1754,NEGATIVE
1755,NEGATIVE
1756,NEGATIVE
1757,NEUTRAL
1758,NEUTRAL
1759,NEGATIVE
1760,NEUTRAL
1761,NEUTRAL
1762,NEGATIVE
1763,NEGATIVE
1764,NEUTRAL
1765,POSITIVE
1766,NEUTRAL
1767,NEGATIVE
1768,NEGATIVE
1769,POSITIVE
1770,NEGATIVE
1771,NEUTRAL
1772,NEGATIVE
1773,POSITIVE
1774,POSITIVE
1775,POSITIVE
1776,POSITIVE
1777,POSITIVE
1778,POSITIVE
1779,NEGATIVE
1780,POSITIVE
1781,NEGATIVE
1782,POSITIVE
1783,POSITIVE
1784,POSITIVE
1785,NEGATIVE
1786,NEGATIVE
1787,NEUTRAL
1788,NEGATIVE
1789,NEUTRAL
1790,NEGATIVE
1791,POSITIVE
1792,NEUTRAL
1793,NEGATIVE
1794,POSITIVE
1795,NEGATIVE
1796,NEGATIVE
1797,NEGATIVE
1798,NEGATIVE
1799,POSITIVE
1800,NEUTRAL
1801,NEUTRAL
1802,NEGATIVE
1803,NEGATIVE
1804,POSITIVE
1805,NEGATIVE
1806,NEGATIVE
1807,POSITIVE
1808,NEGATIVE
1809,POSITIVE
1810,NEGATIVE
1811,NEGATIVE
1812,NEUTRAL
1813,POSITIVE
1814,NEGATIVE
1815,NEUTRAL
1816,NEGATIVE
1817,NEUTRAL
1818,NEGATIVE
1819,POSITIVE
1820,NEUTRAL
1821,POSITIVE
1822,NEGATIVE
1823,NEUTRAL
1824,POSITIVE
1825,POSITIVE
1826,NEGATIVE
1827,POSITIVE
1828,NEUTRAL
1829,NEGATIVE
1830,NEUTRAL
1831,NEGATIVE
1832,NEUTRAL
1833,NEGATIVE
1834,POSITIVE
1835,NEGATIVE
1836,NEUTRAL
1837,NEGATIVE
1838,NEUTRAL
1839,NEUTRAL
1840,NEUTRAL
1841,NEGATIVE
1842,NEUTRAL
1843,POSITIVE
1844,NEGATIVE
1845,NEGATIVE
1846,NEGATIVE
1847,NEGATIVE
1848,POSITIVE
1849,POSITIVE
1850,POSITIVE
1851,POSITIVE
1852,POSITIVE
1853,NEGATIVE
1854,NEGATIVE
1855,NEGATIVE
1856,NEGATIVE
1857,NEGATIVE
1858,NEGATIVE
1859,NEUTRAL
1860,NEUTRAL
1861,POSITIVE
1862,NEGATIVE
1863,NEGATIVE
1864,POSITIVE
1865,NEGATIVE
1866,NEGATIVE
1867,NEGATIVE
1868,NEGATIVE
1869,POSITIVE
1870,POSITIVE
1871,NEUTRAL
1872,POSITIVE
1873,NEUTRAL
1874,NEUTRAL
1875,NEUTRAL
1876,POSITIVE
1877,NEUTRAL
1878,NEUTRAL
1879,POSITIVE
1880,NEUTRAL
1881,NEGATIVE
1882,NEUTRAL
1883,NEUTRAL
1884,NEGATIVE
1885,NEGATIVE
1886,NEGATIVE
1887,NEUTRAL
1888,NEGATIVE
1889,NEGATIVE
1890,NEGATIVE
1891,NEUTRAL
1892,NEGATIVE
1893,NEGATIVE
1894,NEGATIVE
1895,NEGATIVE
1896,NEUTRAL
1897,NEGATIVE
1898,NEGATIVE
1899,POSITIVE
1900,NEUTRAL
1901,NEUTRAL
1902,NEGATIVE
1903,NEGATIVE
1904,NEGATIVE
1905,POSITIVE
1906,POSITIVE
1907,NEGATIVE
1908,NEGATIVE
1909,POSITIVE
1910,NEGATIVE
1911,POSITIVE
1912,NEGATIVE
1913,NEUTRAL
1914,NEGATIVE
1915,NEUTRAL
1916,NEUTRAL
1917,POSITIVE
1918,NEUTRAL
1919,NEUTRAL
1920,NEGATIVE
1921,NEGATIVE
1922,NEGATIVE
1923,POSITIVE
1924,NEGATIVE
1925,POSITIVE
1926,POSITIVE
1927,NEGATIVE
1928,POSITIVE
1929,NEUTRAL
1930,NEGATIVE
1931,POSITIVE
1932,NEGATIVE
1933,NEGATIVE
1934,POSITIVE
1935,POSITIVE
1936,NEGATIVE
1937,NEGATIVE
1938,NEGATIVE
1939,POSITIVE
1940,POSITIVE
1941,NEGATIVE
1942,NEGATIVE
1943,NEGATIVE
1944,NEUTRAL
1945,POSITIVE
1946,POSITIVE
1947,NEGATIVE
1948,NEGATIVE
1949,POSITIVE
1950,NEUTRAL
1951,POSITIVE
1952,POSITIVE
1953,NEGATIVE
1954,POSITIVE
1955,POSITIVE
1956,NEGATIVE
1957,POSITIVE
1958,NEGATIVE
1959,POSITIVE
1960,NEGATIVE
1961,NEGATIVE
1962,NEGATIVE
1963,NEUTRAL
1964,NEGATIVE
1965,NEGATIVE
1966,NEGATIVE
1967,NEGATIVE
1968,NEUTRAL
1969,NEGATIVE
1970,NEGATIVE
1971,NEGATIVE
1972,POSITIVE
1973,NEUTRAL
1974,NEGATIVE
1975,POSITIVE
1976,NEGATIVE
1977,NEGATIVE
1978,NEGATIVE
1979,NEUTRAL
1980,NEGATIVE
1981,NEGATIVE
1982,POSITIVE
1983,NEUTRAL
1984,POSITIVE
1985,NEUTRAL
1986,NEGATIVE
1987,NEUTRAL
1988,POSITIVE
1989,NEUTRAL
1990,NEGATIVE
1991,NEGATIVE
1992,NEGATIVE
1993,POSITIVE
1994,NEGATIVE
1995,POSITIVE
1996,NEGATIVE
1997,NEGATIVE
1998,POSITIVE
1999,NEGATIVE
2000,NEGATIVE
2001,POSITIVE
2002,POSITIVE
2003,NEGATIVE
2004,NEUTRAL
2005,NEGATIVE
2006,NEGATIVE
2007,POSITIVE
2008,NEGATIVE
2009,NEGATIVE
2010,NEGATIVE
2011,NEUTRAL
2012,NEGATIVE
2013,NEGATIVE
2014,POSITIVE
2015,NEGATIVE
2016,NEUTRAL
2017,NEGATIVE
2018,POSITIVE
2019,NEGATIVE
2020,POSITIVE
2021,NEUTRAL
2022,NEUTRAL
2023,NEGATIVE
2024,NEGATIVE
2025,NEUTRAL
2026,NEGATIVE
2027,NEUTRAL
2028,NEUTRAL
2029,POSITIVE
2030,POSITIVE
2031,NEGATIVE
2032,NEGATIVE
2033,NEUTRAL
2034,NEUTRAL
2035,NEGATIVE
2036,NEGATIVE
2037,NEGATIVE
2038,POSITIVE
2039,NEGATIVE
2040,POSITIVE
2041,NEUTRAL
2042,NEGATIVE
2043,NEGATIVE
2044,NEUTRAL
2045,POSITIVE
2046,NEGATIVE
2047,POSITIVE
2048,NEGATIVE
2049,NEGATIVE
2050,NEGATIVE
2051,POSITIVE
2052,NEGATIVE
2053,NEUTRAL
2054,POSITIVE
2055,NEGATIVE
2056,NEUTRAL
2057,POSITIVE
2058,NEGATIVE
2059,NEGATIVE
2060,NEGATIVE
2061,NEGATIVE
2062,NEGATIVE
2063,NEUTRAL
2064,NEUTRAL
2065,NEUTRAL
2066,POSITIVE
2067,NEGATIVE
2068,POSITIVE
2069,NEGATIVE
2070,NEGATIVE
2071,NEGATIVE
2072,POSITIVE
2073,NEGATIVE
2074,POSITIVE
2075,NEGATIVE
2076,POSITIVE
2077,POSITIVE
2078,NEGATIVE
2079,POSITIVE
2080,NEGATIVE
2081,NEUTRAL
2082,POSITIVE
2083,NEUTRAL
2084,NEUTRAL
2085,NEGATIVE
2086,NEGATIVE
2087,NEGATIVE
2088,NEGATIVE
2089,NEGATIVE
2090,NEUTRAL
2091,NEGATIVE
2092,NEGATIVE
2093,NEGATIVE
2094,NEGATIVE
2095,POSITIVE
2096,NEGATIVE
2097,NEUTRAL
2098,NEGATIVE
2099,NEGATIVE
2100,NEGATIVE
2101,NEGATIVE
2102,NEUTRAL
2103,NEUTRAL
2104,NEUTRAL
2105,NEUTRAL
2106,POSITIVE
2107,NEGATIVE
2108,NEGATIVE
2109,NEGATIVE
2110,POSITIVE
2111,NEUTRAL
2112,POSITIVE
2113,NEGATIVE
2114,POSITIVE
2115,POSITIVE
2116,NEUTRAL
2117,NEUTRAL
2118,POSITIVE
2119,NEGATIVE
2120,POSITIVE
2121,POSITIVE
2122,POSITIVE
2123,NEGATIVE
2124,NEUTRAL
2125,NEGATIVE
2126,POSITIVE
2127,NEGATIVE
2128,NEGATIVE
2129,NEGATIVE
2130,NEUTRAL
2131,POSITIVE
2132,NEUTRAL
2133,NEGATIVE
2134,NEGATIVE
2135,POSITIVE
2136,POSITIVE
2137,NEGATIVE
2138,NEUTRAL
2139,NEGATIVE
2140,POSITIVE
2141,POSITIVE
2142,NEGATIVE
2143,POSITIVE
2144,POSITIVE
2145,POSITIVE
2146,NEGATIVE
2147,NEGATIVE
2148,NEUTRAL
2149,NEGATIVE
2150,NEGATIVE
2151,NEGATIVE
2152,NEUTRAL
2153,POSITIVE
2154,NEGATIVE
2155,NEGATIVE
2156,POSITIVE
2157,NEUTRAL
2158,NEGATIVE
2159,NEGATIVE
2160,POSITIVE
2161,NEUTRAL
2162,NEUTRAL
2163,NEGATIVE
2164,NEGATIVE
2165,POSITIVE
2166,NEUTRAL
2167,NEGATIVE
2168,NEUTRAL
2169,POSITIVE
2170,NEGATIVE
2171,NEGATIVE
2172,NEGATIVE
2173,NEUTRAL
2174,POSITIVE
2175,NEUTRAL
2176,POSITIVE
2177,NEGATIVE
2178,POSITIVE
2179,POSITIVE
2180,POSITIVE
2181,NEGATIVE
2182,NEUTRAL
2183,POSITIVE
2184,NEGATIVE
2185,NEGATIVE
2186,NEUTRAL
2187,NEGATIVE
2188,NEGATIVE
2189,NEGATIVE
2190,NEGATIVE
2191,NEGATIVE
2192,NEGATIVE
2193,POSITIVE
2194,NEUTRAL
2195,POSITIVE
2196,NEUTRAL
2197,NEGATIVE
2198,NEGATIVE
2199,NEUTRAL
2200,NEGATIVE
2201,NEGATIVE
2202,NEGATIVE
2203,NEGATIVE
2204,NEGATIVE
2205,NEGATIVE
2206,NEGATIVE
2207,POSITIVE
2208,POSITIVE
2209,NEGATIVE
2210,NEUTRAL
2211,POSITIVE
2212,NEGATIVE
2213,POSITIVE
2214,NEGATIVE
2215,NEGATIVE
2216,POSITIVE
2217,POSITIVE
2218,POSITIVE
2219,NEGATIVE
2220,NEGATIVE
2221,NEGATIVE
2222,NEGATIVE
2223,NEGATIVE
2224,POSITIVE
2225,POSITIVE
2226,POSITIVE
2227,NEUTRAL
2228,POSITIVE
2229,NEGATIVE
2230,NEGATIVE
2231,NEGATIVE
2232,NEGATIVE
2233,POSITIVE
2234,NEGATIVE
2235,NEUTRAL
2236,NEGATIVE
2237,POSITIVE
2238,NEGATIVE
2239,POSITIVE
2240,POSITIVE
2241,NEUTRAL
2242,POSITIVE
2243,NEGATIVE
2244,NEUTRAL
2245,NEGATIVE
2246,POSITIVE
2247,NEGATIVE
2248,POSITIVE
2249,NEGATIVE
2250,POSITIVE
2251,NEGATIVE
2252,NEGATIVE
2253,NEUTRAL
2254,NEUTRAL
2255,POSITIVE
2256,POSITIVE
2257,NEUTRAL
2258,POSITIVE
2259,POSITIVE
2260,NEGATIVE
2261,NEGATIVE
2262,NEGATIVE
2263,NEGATIVE
2264,NEUTRAL
2265,NEGATIVE
2266,NEUTRAL
2267,POSITIVE
2268,NEUTRAL
2269,NEGATIVE
2270,NEGATIVE
2271,NEUTRAL
2272,NEGATIVE
2273,POSITIVE
2274,POSITIVE
2275,NEGATIVE
2276,NEGATIVE
2277,POSITIVE
2278,POSITIVE
2279,NEGATIVE
2280,POSITIVE
2281,POSITIVE
2282,POSITIVE
2283,NEUTRAL
2284,NEUTRAL
2285,NEGATIVE
2286,NEUTRAL
2287,NEGATIVE
2288,POSITIVE
2289,POSITIVE
2290,NEGATIVE
2291,NEGATIVE
2292,POSITIVE
2293,POSITIVE
2294,NEGATIVE
2295,NEGATIVE
2296,NEUTRAL
2297,NEGATIVE
2298,POSITIVE
2299,NEGATIVE
2300,NEGATIVE
2301,NEGATIVE
2302,NEGATIVE
2303,POSITIVE
2304,NEGATIVE
2305,NEGATIVE
2306,POSITIVE
2307,NEUTRAL
2308,POSITIVE
2309,NEUTRAL
2310,POSITIVE
2311,POSITIVE
2312,POSITIVE
2313,NEGATIVE
2314,NEUTRAL
2315,POSITIVE
2316,NEGATIVE
2317,NEGATIVE
2318,POSITIVE
2319,NEGATIVE
2320,NEGATIVE
2321,NEGATIVE
2322,NEGATIVE
2323,NEUTRAL
2324,NEUTRAL
2325,NEGATIVE
2326,NEGATIVE
2327,NEUTRAL
2328,NEGATIVE
2329,NEGATIVE
2330,NEGATIVE
2331,POSITIVE
2332,NEGATIVE
2333,POSITIVE
2334,NEGATIVE
2335,NEGATIVE
2336,NEGATIVE
2337,NEGATIVE
2338,POSITIVE
2339,NEGATIVE
2340,POSITIVE
2341,NEGATIVE
2342,NEUTRAL
2343,NEGATIVE
2344,POSITIVE
2345,POSITIVE
2346,NEGATIVE
2347,NEUTRAL
2348,NEGATIVE
2349,NEGATIVE
2350,NEUTRAL
2351,NEGATIVE
2352,NEGATIVE
2353,NEGATIVE
2354,POSITIVE
2355,POSITIVE
2356,NEGATIVE
2357,NEGATIVE
2358,POSITIVE
2359,POSITIVE
2360,NEGATIVE
2361,NEUTRAL
2362,NEGATIVE
2363,POSITIVE
2364,NEUTRAL
2365,NEGATIVE
2366,NEUTRAL
2367,NEUTRAL
2368,NEGATIVE
2369,POSITIVE
2370,POSITIVE
2371,NEUTRAL
2372,NEUTRAL
2373,POSITIVE
2374,NEGATIVE
2375,POSITIVE
2376,POSITIVE
2377,POSITIVE
2378,POSITIVE
2379,NEGATIVE
2380,NEGATIVE
2381,POSITIVE
2382,NEGATIVE
2383,NEUTRAL
2384,NEGATIVE
2385,NEUTRAL
2386,NEUTRAL
2387,NEGATIVE
2388,POSITIVE
2389,NEGATIVE
2390,POSITIVE
2391,NEGATIVE
2392,NEGATIVE
2393,NEGATIVE
2394,NEGATIVE
2395,NEGATIVE
2396,POSITIVE
2397,NEUTRAL
2398,POSITIVE
2399,NEGATIVE
2400,NEGATIVE
2401,NEGATIVE
2402,NEGATIVE
2403,POSITIVE
2404,NEUTRAL
2405,NEGATIVE
2406,POSITIVE
2407,NEGATIVE
2408,NEGATIVE
2409,POSITIVE
2410,NEGATIVE
2411,POSITIVE
2412,NEGATIVE
2413,NEGATIVE
2414,NEGATIVE
2415,NEGATIVE
2416,NEGATIVE
2417,NEGATIVE
2418,NEGATIVE
2419,POSITIVE
2420,POSITIVE
2421,POSITIVE
2422,NEGATIVE
2423,NEGATIVE
2424,POSITIVE
2425,NEGATIVE
2426,NEGATIVE
2427,NEUTRAL
2428,POSITIVE
2429,POSITIVE
2430,NEUTRAL
2431,NEGATIVE
2432,NEGATIVE
2433,NEGATIVE
2434,NEUTRAL
2435,NEUTRAL
2436,NEUTRAL
2437,POSITIVE
2438,NEGATIVE
2439,NEUTRAL
2440,NEGATIVE
2441,NEGATIVE
2442,NEGATIVE
2443,NEUTRAL
2444,NEGATIVE
2445,NEGATIVE
2446,NEGATIVE
2447,NEGATIVE
2448,NEUTRAL
2449,POSITIVE
2450,NEGATIVE
2451,NEGATIVE
2452,POSITIVE
2453,NEGATIVE
2454,NEGATIVE
2455,NEGATIVE
2456,NEUTRAL
2457,NEUTRAL
2458,NEGATIVE
2459,NEGATIVE
2460,NEUTRAL
2461,POSITIVE
2462,NEUTRAL
2463,NEGATIVE
2464,NEGATIVE
2465,POSITIVE
2466,POSITIVE
2467,POSITIVE
2468,NEUTRAL
2469,NEGATIVE
2470,NEGATIVE
2471,POSITIVE
2472,NEGATIVE
2473,POSITIVE
2474,POSITIVE
2475,NEGATIVE
2476,NEUTRAL
2477,NEGATIVE
2478,NEGATIVE
2479,NEGATIVE
2480,POSITIVE
2481,NEUTRAL
2482,NEGATIVE
2483,NEUTRAL
2484,NEGATIVE
2485,POSITIVE
2486,NEUTRAL
2487,POSITIVE
2488,POSITIVE
2489,NEGATIVE
2490,NEGATIVE
2491,NEGATIVE
2492,NEUTRAL
2493,POSITIVE
2494,NEGATIVE
2495,NEGATIVE
2496,POSITIVE
2497,NEUTRAL
2498,NEGATIVE
2499,POSITIVE
2500,NEGATIVE
2501,NEGATIVE
2502,NEGATIVE
2503,POSITIVE
2504,NEUTRAL
2505,NEGATIVE
2506,POSITIVE
2507,NEGATIVE
2508,NEUTRAL
2509,POSITIVE
2510,NEUTRAL
2511,NEGATIVE
2512,NEGATIVE
2513,NEGATIVE
2514,POSITIVE
2515,NEGATIVE
2516,POSITIVE
2517,NEGATIVE
2518,NEGATIVE
2519,NEUTRAL
2520,NEUTRAL
2521,NEGATIVE
2522,NEGATIVE
2523,NEUTRAL
2524,NEGATIVE
2525,POSITIVE
2526,POSITIVE
2527,NEGATIVE
2528,NEGATIVE
2529,NEGATIVE
2530,NEGATIVE
2531,POSITIVE
2532,POSITIVE
2533,NEGATIVE
2534,POSITIVE
2535,NEUTRAL
2536,NEGATIVE
2537,NEGATIVE
2538,NEGATIVE
2539,NEUTRAL
2540,POSITIVE
2541,NEGATIVE
2542,NEGATIVE
2543,NEGATIVE
2544,NEGATIVE
2545,NEGATIVE
2546,NEGATIVE
2547,NEUTRAL
2548,NEUTRAL
2549,NEGATIVE
2550,NEGATIVE
2551,POSITIVE
2552,POSITIVE
2553,NEGATIVE
2554,NEGATIVE
2555,NEGATIVE
2556,NEGATIVE
2557,NEGATIVE
2558,NEGATIVE
2559,NEUTRAL
2560,POSITIVE
2561,NEUTRAL
2562,NEUTRAL
2563,NEGATIVE
2564,NEUTRAL
2565,POSITIVE
2566,POSITIVE
2567,POSITIVE
2568,POSITIVE
2569,POSITIVE
2570,NEGATIVE
2571,NEUTRAL
2572,NEGATIVE
2573,NEGATIVE
2574,POSITIVE
2575,NEUTRAL
2576,POSITIVE
2577,POSITIVE
2578,POSITIVE
2579,NEUTRAL
2580,POSITIVE
2581,NEGATIVE
2582,NEGATIVE
2583,POSITIVE
2584,NEGATIVE
2585,NEGATIVE
2586,NEUTRAL
2587,NEUTRAL
2588,NEUTRAL
2589,NEGATIVE
2590,POSITIVE
2591,NEGATIVE
2592,NEGATIVE
2593,NEUTRAL
2594,NEUTRAL
2595,NEUTRAL
2596,NEGATIVE
2597,POSITIVE
2598,POSITIVE
2599,POSITIVE
2600,NEGATIVE
2601,NEGATIVE
2602,POSITIVE
2603,NEGATIVE
2604,NEUTRAL
2605,NEGATIVE
2606,POSITIVE
2607,POSITIVE
2608,NEGATIVE
2609,NEGATIVE
2610,NEGATIVE
2611,NEUTRAL
2612,POSITIVE
2613,NEGATIVE
2614,NEGATIVE
2615,NEGATIVE
2616,POSITIVE
2617,NEGATIVE
2618,NEUTRAL
2619,NEGATIVE
2620,POSITIVE
2621,NEGATIVE
2622,NEGATIVE
2623,POSITIVE
2624,POSITIVE
2625,NEGATIVE
2626,NEUTRAL
2627,POSITIVE
2628,POSITIVE
2629,NEUTRAL
2630,POSITIVE
2631,POSITIVE
2632,NEGATIVE
2633,POSITIVE
2634,NEGATIVE
2635,NEGATIVE
2636,NEGATIVE
2637,NEGATIVE
2638,NEGATIVE
2639,NEUTRAL
2640,NEUTRAL
2641,NEUTRAL
2642,NEUTRAL
2643,NEGATIVE
2644,NEGATIVE
2645,POSITIVE
2646,NEGATIVE
2647,NEGATIVE
2648,NEUTRAL
2649,POSITIVE
2650,NEUTRAL
2651,POSITIVE
2652,POSITIVE
2653,POSITIVE
2654,NEUTRAL
2655,NEUTRAL
2656,POSITIVE
2657,NEUTRAL
2658,NEUTRAL
2659,NEGATIVE
2660,NEGATIVE
2661,POSITIVE
2662,POSITIVE
2663,NEUTRAL
2664,NEGATIVE
2665,NEUTRAL
2666,POSITIVE
2667,NEGATIVE
2668,POSITIVE
2669,POSITIVE
2670,POSITIVE
2671,POSITIVE
2672,NEGATIVE
2673,POSITIVE
2674,NEGATIVE
2675,NEGATIVE
2676,POSITIVE
2677,POSITIVE
2678,NEUTRAL
2679,NEGATIVE
2680,POSITIVE
2681,NEGATIVE
2682,NEGATIVE
2683,NEGATIVE
2684,NEGATIVE
2685,NEGATIVE
2686,POSITIVE
2687,NEUTRAL
2688,NEGATIVE
2689,NEGATIVE
2690,NEUTRAL
2691,NEUTRAL
2692,NEGATIVE
2693,NEGATIVE
2694,NEGATIVE
2695,NEGATIVE
2696,POSITIVE
2697,NEGATIVE
2698,NEGATIVE
2699,POSITIVE
2700,POSITIVE
2701,NEGATIVE
2702,NEGATIVE
2703,NEGATIVE
2704,NEUTRAL
2705,NEGATIVE
2706,POSITIVE
2707,NEGATIVE
2708,NEGATIVE
